1.439	4.855	1.832	1.008	1.225	4.737	2	5
1.296	4.992	2.015	0.916	1.438	4.81	2	5
1.605	5.221	2.015	1.099	1.271	5.065	2	5
1.89	5.496	2.015	1.282	1.195	5.284	3	7
2.259	5.771	1.969	1.466	1.102	5.63	3	7
2.522	6	2.061	1.603	1.068	5.867	2	7
2.232	5.817	2.107	1.42	1.134	5.63	3	7
2.261	5.863	2.061	1.511	1.137	5.685	3	7
1.42	4.672	1.649	1.191	1.149	4.501	2	7
2.647	6.412	2.107	1.649	1.162	6.104	5	7
2.368	6	2.061	1.511	1.137	5.794	3	7
2.568	6.229	2.153	1.603	1.13	5.995	3	7
2.35	6.229	2.29	1.42	1.235	5.976	4	7
1.716	5.084	1.695	1.282	1.127	4.883	2	7
2.524	6.183	2.107	1.557	1.133	5.885	5	7
2.324	5.908	1.969	1.603	1.123	5.703	3	7
2.144	5.725	1.878	1.557	1.143	5.466	6	7
2.194	5.634	1.878	1.557	1.082	5.466	2	7
2.052	5.634	1.924	1.42	1.157	5.412	3	7
2.419	6.183	2.107	1.557	1.182	5.904	2	7
2.406	6.092	2.061	1.603	1.153	5.794	3	7
2.289	5.908	2.015	1.557	1.141	5.685	2	7
1.898	5.405	1.832	1.374	1.151	5.193	3	7
1.615	5.679	2.107	1.008	1.493	5.448	2	8
0.871	4.168	1.603	0.733	1.492	4.1	2	8
1.833	5.908	2.153	1.008	1.424	5.63	2	8
1.296	4.718	1.74	1.008	1.284	4.555	2	8
1.433	4.992	1.924	0.962	1.301	4.938	2	8
1.422	5.267	2.015	0.87	1.459	5.12	2	8
1.051	4.351	1.649	0.779	1.347	4.227	2	8
0.986	4.351	1.649	0.779	1.436	4.245	2	8
1.118	4.672	1.786	0.824	1.46	4.482	3	8
0.986	4.214	1.649	0.779	1.347	4.154	2	8
1.364	4.901	1.878	0.962	1.317	4.774	2	8
1.385	5.176	1.924	0.916	1.447	4.974	2	8
0.957	4.534	1.74	0.87	1.608	4.318	2	8
1.017	4.901	1.878	0.779	1.766	4.537	3	8
1.806	5.771	2.107	1.145	1.379	5.557	2	8
1.361	4.855	1.786	1.008	1.295	4.756	2	8
0.934	4.26	1.74	0.641	1.454	4.173	2	8
1.311	5.176	1.969	0.824	1.528	4.92	2	8
1.02	4.443	1.786	0.733	1.448	4.3	2	8
1.047	4.443	1.74	0.824	1.41	4.355	2	8
1.75	5.542	2.153	1.191	1.313	5.284	2	1
1.332	4.489	1.557	1.145	1.131	4.3	2	1
1.294	4.626	1.603	1.145	1.237	4.337	5	1
1.361	4.901	1.878	1.053	1.319	4.683	5	1
0.952	3.985	1.511	0.87	1.247	3.845	2	1
1.288	4.489	1.603	1.099	1.17	4.337	2	1
1.254	4.626	1.603	1.099	1.276	4.282	3	1
0.984	4.076	1.511	0.916	1.263	3.899	3	1
1.586	5.038	1.832	1.099	1.197	4.847	2	1
1.473	4.809	1.832	1.099	1.175	4.683	2	1
0.866	3.573	1.237	0.916	1.102	3.48	2	1
1.485	4.992	1.924	1.099	1.255	4.81	3	1
1.51	4.763	1.649	1.237	1.124	4.573	2	1
1.299	4.489	1.649	1.008	1.16	4.355	2	1
0.978	3.847	1.42	0.962	1.132	3.717	2	1
1.435	4.626	1.649	1.145	1.115	4.464	2	1
0.829	3.756	1.282	0.87	1.273	3.535	2	1
1.16	4.305	1.603	1.053	1.195	4.173	3	1
1.464	4.763	1.695	1.191	1.159	4.61	3	1
1.366	4.763	1.832	1.053	1.243	4.628	2	1
2.123	5.634	1.969	1.511	1.118	5.43	4	3
1.957	5.405	1.878	1.374	1.116	5.266	3	3
2.272	5.863	2.015	1.557	1.131	5.612	5	3
2.243	5.817	2.107	1.511	1.128	5.667	3	3
2.282	5.771	2.061	1.557	1.091	5.685	2	3
2.448	6.092	2.107	1.603	1.134	5.867	3	3
2.538	6.183	2.153	1.649	1.126	5.958	4	3
1.802	5.176	1.832	1.328	1.112	5.011	2	3
1.961	5.725	2.198	1.237	1.25	5.503	5	3
2.647	6.275	2.153	1.74	1.112	6.049	3	3
2.243	6	2.107	1.42	1.201	5.721	3	3
2.012	5.588	1.924	1.511	1.161	5.339	4	3
1.517	5.084	1.969	1.099	1.275	4.901	2	3
2.081	5.679	2.107	1.282	1.159	5.539	3	3
2.016	5.405	1.924	1.374	1.084	5.302	2	3
2.029	5.496	2.015	1.42	1.114	5.393	2	3
2.278	5.908	2.015	1.511	1.146	5.667	4	3
2.444	6.092	2.107	1.603	1.136	5.867	2	3
2.035	5.634	1.969	1.466	1.167	5.412	2	3
0.634	3.481	1.374	0.641	1.43	3.298	3	6
0.808	3.893	1.511	0.824	1.404	3.717	2	6
0.707	3.664	1.42	0.733	1.42	3.498	3	6
0.688	3.618	1.466	0.687	1.423	3.517	2	6
0.845	4.031	1.557	0.687	1.437	3.808	3	6
0.705	3.618	1.466	0.733	1.389	3.48	2	6
0.562	3.252	1.237	0.641	1.407	3.025	2	6
0.669	3.664	1.42	0.687	1.501	3.407	6	6
0.596	3.664	1.466	0.595	1.685	3.426	3	6
0.524	3.344	1.42	0.504	1.594	3.189	3	6
0.768	3.985	1.603	0.687	1.547	3.808	3	6
0.841	3.985	1.511	0.779	1.412	3.754	5	6
0.757	3.664	1.374	0.687	1.326	3.517	2	6
0.785	3.893	1.374	0.824	1.445	3.571	4	6
0.501	3.069	1.191	0.595	1.405	2.952	2	6
0.715	3.664	1.42	0.687	1.404	3.444	3	6
1.21	4.947	2.015	0.87	1.512	4.719	4	6
0.686	3.573	1.466	0.733	1.392	3.48	3	6
0.883	4.031	1.557	0.824	1.376	3.863	2	6
0.699	3.664	1.466	0.641	1.437	3.535	2	6
2.949	7.008	2.565	1.511	1.245	6.687	3	9
3.096	7.282	2.702	1.557	1.281	7.015	3	9
2.937	7.008	2.427	1.695	1.251	6.614	6	9
2.704	6.687	2.427	1.557	1.237	6.45	2	9
2.933	6.962	2.519	1.603	1.236	6.651	5	9
1.999	5.45	1.878	1.42	1.111	5.248	3	9
3.971	8.244	2.84	1.969	1.28	7.671	5	9
3.614	7.649	2.702	1.786	1.211	7.27	5	9
3.56	7.649	2.84	1.74	1.229	7.288	2	9
3.812	9.344	2.611	1.969	1.713	7.525	8	9
3.394	7.466	2.748	1.695	1.228	7.124	4	9
2.616	6.962	2.611	1.42	1.386	6.632	5	9
1.98	5.634	1.878	1.42	1.199	5.302	5	9
2.759	7.191	2.565	1.511	1.402	6.578	7	9
2.996	7.603	2.931	1.466	1.443	7.106	2	9
2.27	6	2.198	1.42	1.186	5.794	3	9
2.662	6.733	2.427	1.603	1.274	6.414	5	9
2.897	6.687	2.473	1.557	1.154	6.468	3	9
2.803	6.962	2.336	1.557	1.293	6.432	9	9
3.245	7.511	2.702	1.695	1.3	7.07	2	9
2.633	6.962	2.748	1.603	1.377	6.705	3	10
2.425	6.55	2.565	1.511	1.323	6.323	5	10
2.026	6.183	2.611	1.191	1.411	5.995	2	10
1.622	5.817	2.244	1.191	1.561	5.448	3	10
2.406	6.962	2.885	1.42	1.507	6.724	2	10
2.062	5.954	2.336	1.374	1.286	5.703	2	10
2.175	6.366	2.565	1.282	1.393	6.122	3	10
3.073	7.649	3.115	1.649	1.424	7.343	2	10
3.203	7.832	3.023	1.786	1.432	7.38	3	10
2.58	7.053	2.931	1.511	1.442	6.833	3	10
1.915	5.863	2.29	1.237	1.342	5.63	3	10
2.551	6.916	2.84	1.42	1.402	6.76	2	10
2.677	7.328	2.885	1.42	1.501	6.96	3	10
2.219	6.092	2.198	1.511	1.25	5.849	3	10
2.305	6.87	2.885	1.328	1.531	6.632	2	10
3.296	8.061	3.206	1.695	1.475	7.726	3	10
2.213	6.458	2.611	1.328	1.409	6.232	2	10
3.239	7.969	3.298	1.557	1.467	7.762	3	10
2.11	6.275	2.565	1.282	1.395	6.068	2	10
Inverse	of	covariance	matrix:				
75.703	-4.475	46.328	-32.816	5.55	-55.542	-0.464	
-4.475	123.408	32.448	-43.659	-84.327	-128.694	-6.184	
46.328	32.448	241.773	64.712	-55.7	-174.208	-0.236	
-32.816	-43.659	64.712	175.662	90.604	0.977	-1.204	
5.55	-84.327	-55.7	90.604	164.323	86.715	0.094	
-55.542	-128.694	-174.208	0.977	86.715	239.893	7.029	
-0.464	-6.184	-0.236	-1.204	0.094	7.029	1.498	
							
							
0.474	3.069	1.191	0.504	1.04	2.952	2	
5.276	9.344	3.481	2.473	1.965	8.418	9	
							
							
							
GTPLANTN,	RASP,	NETTLE,	RMAYWEED,	HENBIT,			
POA,	POTATO,	SMAYWEED,	SPEEDWLL,	KNOTGRAS.			
area:	continuous.						
per:	continuous.						
len:	continuous.						
br:	continuous.						
round:	continuous.						
convex:	continuous.						
topsend:	continuous.						
